date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:01:09	4327/4327	---M-Z	200	added ('OK')	text/html	etag:%2210e7-562ef039acdec-gzip%22	http://web.cs.ucla.edu/classes/winter18/cs32/recordings.html	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/recordings.html	(from http://web.cs.ucla.edu/classes/winter18/cs32/announcements.html)
23:01:11	15533/15533	---M-Z	200	added ('OK')	text/html	etag:%223cad-5628b86a8f7f6-gzip%22	http://web.cs.ucla.edu/classes/winter18/cs32/Projects/1/cs31p7testing.html	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/Projects/1/cs31p7testing.html	(from http://web.cs.ucla.edu/classes/winter18/cs32/announcements.html)
23:01:13	2607/2607	---M-Z	200	added ('OK')	text/html	etag:%22a2f-561db5501c596-gzip%22	http://web.cs.ucla.edu/classes/winter18/cs32/careyreader.html	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/careyreader.html	(from http://web.cs.ucla.edu/classes/winter18/cs32/announcements.html)
23:01:15	3805/3805	---M-Z	200	added ('OK')	text/html	etag:%22edd-5653171b213ec-gzip%22	http://web.cs.ucla.edu/classes/winter18/cs32/l3/index.html	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/l3/index.html	(from http://web.cs.ucla.edu/classes/winter18/cs32/syllabus.html)
23:01:17	3048/3048	---M-Z	200	added ('OK')	text/html	etag:%22be8-4d22f8b58ef80-gzip%22	http://web.cs.ucla.edu/classes/winter18/cs32/pseudocode.html	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/pseudocode.html	(from http://web.cs.ucla.edu/classes/winter18/cs32/requirements.html)
23:01:19	93108/93108	---M--	200	added ('OK')	application/pdf	etag:%2216bb4-5642c40cb9a8e%22	http://web.cs.ucla.edu/classes/winter18/cs32/Sampleproblems/ChangMidterm1PracticeSolution.pdf	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/Sampleproblems/ChangMidterm1PracticeSolution.pdf	(from http://web.cs.ucla.edu/classes/winter18/cs32/announcements.html)
23:01:25	125312/125312	---M--	200	added ('OK')	application/pdf	etag:%221e980-513e4f7b72740%22	http://web.cs.ucla.edu/classes/winter18/cs32/Sampleproblems/ChoiMidterm1Practice.pdf	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/Sampleproblems/ChoiMidterm1Practice.pdf	(from http://web.cs.ucla.edu/classes/winter18/cs32/announcements.html)
23:01:31	58208/58208	---M--	200	added ('OK')	application/pdf	etag:%22e360-561b2f7553833%22	http://web.cs.ucla.edu/classes/winter18/cs32/l2/Templates.pdf	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/l2/Templates.pdf	(from http://web.cs.ucla.edu/classes/winter18/cs32/l2/index.html)
23:01:33	150905/150905	---M--	200	added ('OK')	application/pdf	etag:%2224d79-513e4f84fbdc0%22	http://web.cs.ucla.edu/classes/winter18/cs32/Sampleproblems/ChoiMidterm1PracticeSolution.pdf	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/Sampleproblems/ChoiMidterm1PracticeSolution.pdf	(from http://web.cs.ucla.edu/classes/winter18/cs32/announcements.html)
23:01:33	1223/1223	---M-Z	200	added ('OK')	text/plain	etag:%224c7-545d8f87c740a-gzip%22	http://web.cs.ucla.edu/classes/winter18/cs32/l2/circle.txt	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/l2/circle.txt	(from http://web.cs.ucla.edu/classes/winter18/cs32/l2/index.html)
23:01:35	41310/41310	---M--	200	added ('OK')	application/pdf	etag:%22a15e-48545b1f98500%22	http://web.cs.ucla.edu/classes/winter18/cs32/l2/STL.pdf	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/l2/STL.pdf	(from http://web.cs.ucla.edu/classes/winter18/cs32/l2/index.html)
23:01:35	1108/1108	---M-Z	200	added ('OK')	text/plain	etag:%22454-4d3080f50df40-gzip%22	http://web.cs.ucla.edu/classes/winter18/cs32/l2/dependencies.txt	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/l2/dependencies.txt	(from http://web.cs.ucla.edu/classes/winter18/cs32/l2/index.html)
23:01:37	100183/100183	---M--	200	added ('OK')	application/pdf	etag:%2218757-4f743e6080f40%22	http://web.cs.ucla.edu/classes/winter18/cs32/l2/SupplementLinkedLists.pdf	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/l2/SupplementLinkedLists.pdf	(from http://web.cs.ucla.edu/classes/winter18/cs32/l2/index.html)
23:01:37	845/845	---M-Z	200	added ('OK')	text/plain	etag:%2234d-54c9ebb9cadb6-gzip%22	http://web.cs.ucla.edu/classes/winter18/cs32/l2/stickfig.txt	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/l2/stickfig.txt	(from http://web.cs.ucla.edu/classes/winter18/cs32/l2/index.html)
23:01:37	1171/1171	---M-Z	200	added ('OK')	text/plain	etag:%22493-4effbbf0d6b00-gzip%22	http://web.cs.ucla.edu/classes/winter18/cs32/l2/string.txt	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/l2/string.txt	(from http://web.cs.ucla.edu/classes/winter18/cs32/l2/index.html)
23:01:38	1565/1565	---M-Z	200	added ('OK')	text/plain	etag:%2261d-4b5b8fec86b00-gzip%22	http://web.cs.ucla.edu/classes/winter18/cs32/l2/shape.txt	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/l2/shape.txt	(from http://web.cs.ucla.edu/classes/winter18/cs32/l2/index.html)
23:01:41	574/574	---M-Z	200	added ('OK')	text/html	etag:%2223e-5620255378612-gzip%22	http://web.cs.ucla.edu/classes/winter18/cs32/index.html	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/index-2.html	(from http://web.cs.ucla.edu/classes/winter18/cs32/l2/index.html)
23:01:53	97359/97359	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%2217c4f-564bf64436d44%22	http://web.cs.ucla.edu/classes/winter18/cs32/l2/Tracingsort.pptx	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/l2/Tracingsort.pptx	(from http://web.cs.ucla.edu/classes/winter18/cs32/l2/index.html)
23:02:06	126039/126039	---M--	200	added ('OK')	application/pdf	etag:%221ec57-563a8fe578fd5%22	http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/01resmgmtlists.pdf	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/Worksheets/01resmgmtlists.pdf	(from http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/index.html)
23:02:08	124365/124365	---M--	200	added ('OK')	application/pdf	etag:%221e5cd-564e68592f0c4%22	http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/02stacksinheritance.pdf	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/Worksheets/02stacksinheritance.pdf	(from http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/index.html)
23:02:10	144348/144348	---M--	200	added ('OK')	application/pdf	etag:%22233dc-5646f2da0c598%22	http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/01soln.pdf	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/Worksheets/01soln.pdf	(from http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/index.html)
23:02:18	142116/142116	---M--	200	added ('OK')	application/pdf	etag:%2222b24-56549eafd2356%22	http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/02soln.pdf	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/Worksheets/02soln.pdf	(from http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/index.html)
23:02:26	88669/88669	---M--	200	added ('OK')	application/pdf	etag:%2215a5d-5660fc49e702b%22	http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/04templatesstl.pdf	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/Worksheets/04templatesstl.pdf	(from http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/index.html)
23:02:30	139888/139888	---M--	200	added ('OK')	application/pdf	etag:%2222270-56558cc1ff6bd%22	http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/03recursion.pdf	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/Worksheets/03recursion.pdf	(from http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/index.html)
23:02:34	154772/154772	---M--	200	added ('OK')	application/pdf	etag:%2225c94-565d216e0f7ce%22	http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/03soln.pdf	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/Worksheets/03soln.pdf	(from http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/index.html)
23:02:40	131185/131185	---M--	200	added ('OK')	application/pdf	etag:%2220071-566a4f1b0db02%22	http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/04soln.pdf	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/Worksheets/04soln.pdf	(from http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/index.html)
23:02:53	108961/108961	---M--	200	added ('OK')	application/pdf	etag:%221a9a1-56733dcd2f09c%22	http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/06hashsortsheaps.pdf	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/Worksheets/06hashsortsheaps.pdf	(from http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/index.html)
23:02:55	170828/170828	---M--	200	added ('OK')	application/pdf	etag:%2229b4c-566a5197da906%22	http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/05algotrees.pdf	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/Worksheets/05algotrees.pdf	(from http://web.cs.ucla.edu/classes/winter18/cs32/Worksheets/index.html)
23:02:57	1869/1869	---M-Z	200	added ('OK')	text/html	etag:%2274d-565338abbb1fe-gzip%22	http://web.cs.ucla.edu/classes/winter18/cs32/Homeworks/4/vcreleasemode.html	/Users/Ryan/Desktop/CS32winter2018/web.cs.ucla.edu/classes/winter18/cs32/Homeworks/4/vcreleasemode.html	(from http://web.cs.ucla.edu/classes/winter18/cs32/Projects/4/spec.html)
